,osmanlica,turkce
89609,بداوا,bedava
89610,بدخشان,Bedahşan
89611,بدستان,Bedesten
89612,بدنوس,bedenos
89613,برلهمك,birlemek
89614,برجك,bircik
89615,برابرلك,Beraberlik
89616,برابرلهمك,Beraberlemek
89617,برابرلشمك,beraberleşdirmek
89618,برادوه,biraduva
89619,براغه,berağa
89620,براقدرمق,bıraktırmak
89621,برانده,Biranda
89622,برانه,birane
89623,بربريه,berberiyye
89624,برجه,Berce
89625,برشام,berrişam
89626,برشاوش,berşavuş
89627,برغمه,bergama
89628,برغوس,bergus
89629,اخیولیبرغوسی,ahyolibergusi
89630,برغوس,Bergous
89631,برقت,burgat
89632,برقوفجه,berkofça
89633,بركيتمك,birkitmek
89634,بركشمك,bergişmek
89635,بركان,berkan
89636,بركتطاغی,bereketdağı
89637,بركتلو,Bereketli
89638,بركتلومعدنی,bereketlimadeni
89639,بركن,Bergen
89640,بركوت,bereküt
89641,بركی,Birki
89642,برلات,birlat
89643,برلاس,birlas
89644,برو,beri
89645,برواری,birvari
89646,برود,berud
89647,بروسه,Bruce
89648,بروم,Brom
89649,بريچقه,beriçka
89650,بريزولا,pirzola
89651,بزدرمك,bezdirmek
89652,بزرياغی,beziryağı
89653,بزلنگج,bezlengeç
89654,بزليا,bezelya
89655,بزگین,bezgin
89656,بزهمك,Bezemek
89657,بزكجی,Bezekci
89658,بزيقمق,bızıkmak
89659,بساريه,besarye
89660,بسلهمك,Beslemek
89661,بسلنمك,Beslenmek    beslenilmek
89662,بسلنمه,beslenme
89663,بسلهییجی,besleyici
89664,بسيلو,besili
89665,بشپارماق,beşparmak
89666,بشبييق,beşbitik
89667,بشپنچه,Beşpençe
89668,بشديوان,beşdivan
89669,بشمك,pişmek
89670,بشمشآش,pişmişaş
89671,بشگین,pişkin
89672,بشريم,pişirim
89673,بشهگن,pişegen
89674,بشيك,beşik
89675,بشيم,pişim
89676,بشمه,pişme
89677,بشن,pişen
89678,بشيكليمانی,beşiklimanı
89679,بطارس,bataris
89680,بطالغازی,battalgazi
89681,بطليوس,patliyus
89682,بطريق,batrik
89683,بعقوبه,ba'kube
89684,بعلبك,Balebek
89685,بغداد,Bağdad
89686,بقابونغه,bakabunka
89687,بقاعالعزيز,bukaülaziz
89688,بوزبقال,buzbakal
89689,بقام,bekkam
89690,بقراص,Bakras
89691,بقلان,baklan
89692,بك,bek
89693,بكلهمك,beklemek
89694,بكلهییجی,bekleyici
89695,بكلتدرمك,beklettirmek
89696,بكطاش,bektaş
89697,بكمز,pekmez
89698,بك,bey
89699,بكاوغلی,beyoğlu
89700,بكبازاری,binpazarı
89701,بگشهری,beyşehir
89702,بگقوز,beykoz
89703,بگلكجی,benlikçi
89704,بك,ben
89705,بكلو,benli
89706,بكك,benek
89707,بككلنمك,beneklenmek
89708,بككلو,benekli
89709,بكا,bana
89710,بكری,Bekri
89711,بكريلك,bekrilik
89712,بكز,beniz
89713,بكزهمك,benzemek
89714,بگزتمك,benzetmek
89715,بكزهيش,benzeyiş
89716,بكزتمه,benzetme
89717,بكماز,pekmez
89718,بكنمك,beğenmek
89719,بگندرمك,beğendirmek
89720,خنكاربگندی,hünkarbeğendi
89721,بللو,belli
89722,بلرمك,belermek
89723,بليك,belik
89724,بليگلهمك,beliklemek
89725,بيلجی,bilici
89726,بلادبشاره,biladbeşara
89727,بلادالجريد,biladülharid
89728,بلار,bilar
89729,بلازر,bilazir
89730,بلاط,Belat
89731,بلاغای,bilagay
89732,بلبلجه,bilbelce
89733,بلبيس,Belbeys
89734,بلجيقا,belçika
89735,بلدی,beledi
89736,بلدير,bildir
89737,بلديرجين,bıldırcın
89738,بلغراد,belgrat
89739,بلغرادجق,Belgraedcık
89740,بلقا,belga
89741,بلك,belen
89742,بلكيم,belkim
89743,بللورطاغی,billurdağı
89744,بللوری,billuri
89745,بلنه,Belina
89746,بلوجستان,Beloutchistan
89747,بلويران,billuyran
89748,بلی,bela
89749,بناز,benaz
89750,بنالوقه,Banialouka
89751,بنزرط,benzert
89752,بنغازی,Bingazi
89753,بنكيلك,bengilik
89754,بیندرمك,bindirmek
89755,بينگشمك,bingişmek
89756,بنيش,biniş
89757,بينك,binek
89758,بينكطاشی,binektaşı
89759,بنیسويف,benisüyuf
89760,بنیلام,BeniLam
89761,بنیمتبع,benimet'ba
89762,بنیمزار,benimüzar
89763,بوانده,bevande
89764,بواطه,bevada
89765,بوئنوسآيرس,BuaenosAyres
89766,بوبر,biber
89767,بوبرلهمك,biberlemek
89768,بوبريه,biberiye
89769,بوبردك,büberdek
89770,بوت,büt
89771,بودور,bodur
89772,بوتراق,buturak
89773,بوتين,bütün
89774,بوجرغاد,bocirgad
89775,بوجك,böcek
89776,بوجور,bucur
89777,بوخور,buhur
89778,بوداییجی,budayıcı
89779,بوداقلو,budaklı
89780,بوداقاوزی,BudakÖzü
89781,بودروم,Bodrum
89782,بودریم,bodrum
89783,بودمله,bodumlu
89784,بودوصلامه,bodoslama
89785,بوراق,burak
89786,بورانجه,boranca
89787,بورانجيه,borancina
89788,بورانی,bürani
89789,بورانيجه,bürançi
89790,بوراتلاق,bortlak
89791,بورتن,burten
89792,بورجاق,burçak
89793,بورچين,burçin
89794,بوردا,burda
89795,بوردور,Burdur
89796,بوردو,Bordeaux
89797,بورسا,bursa
89798,بورسالق,bursalık
89799,بورصوق,porsuk
89800,بورغاته,bürgate
89801,بورق,buruk
89802,بورق,burk
89803,بوركوت,burkut
89804,بورلوس,burlos
89805,بورلی,borlu
89806,بوردرمق,burdurmak
89807,بورشدرمق,buruşturmak
89808,بورام,boram
89809,بوران,Boran
89810,بورتلمق,burtlamak
89811,بورچوك,burçuk
89812,بوروشوق,borşuk
89813,بوروشقو,buruşku
89814,بورصومق,porsumak
89815,بورغاچ,burgaç
89816,بورغول,burkul
89817,بورغوللو,burgullu
89818,بورنوز,bornoz
89819,بورومك,bürümek
89820,بورومجك,bürümcek
89821,بورومه,bürüme
89822,بورونمك,bürünmek
89823,بورونسورتمك,burunsürtmek
89824,ايتبورونی,itburunu
89825,بورونبورونه,burunburuna
89826,بورونپردهسی,burunperdesi
89827,بورونلو,burunlu
89828,بوروندروق,borunduruk
89829,بورونسالق,burunsalık
89830,بورينه,bürine
89831,بوز,boz
89832,بوزجه,bozca
89833,بوزاوق,Bozavık
89834,بوزبابا,bozbaba
89835,بوزبورون,bozburun
89836,بوزجهاطه,bozcaada
89837,بوزطوغان,bozdoğan
89838,بوزقير,bozkır
89839,بوزییلان,bozyılan
89840,بوزا,boza
89841,بوزومجه,bozumca
89842,بوزارمق,bozarmak
89843,بوزاويوك,Bozavyouk
89844,بوزچيچكی,buzçiçeği
89845,بوزلق,buzluk
89846,بوزلو,buzlu
89847,بوزاغو,buzağı
89848,بوزاغولق,buzağılık
89849,بوزاغولامق,buzağılamak
89850,بوزدكلهمك,buzdenlemek
89851,بوزمق,bozmak
89852,بوزدرمق,bozdurmak
89853,بوزشمق,bozuşmak
89854,بوزشدرمق,bozuşturmak
89855,بوزلمق,bozulmak
89856,بوزان,bozan
89857,بوزوق,bozuk
89858,بوزوقلق,bozukluk
89859,بوزشيق,bozuşuk
89860,بوزغون,bozgun
89861,بوزغونلق,bozgunluk
89862,بوزلش,bozuluş
89863,بوزوم,bozum
89864,بوزمه,bozma
89865,بوزمهجی,bozmacı
89866,بوزندی,bozuntu
89867,بوزمك,büzmek
89868,بوزلمك,büzülmek
89869,بوزهئو,bozau
89870,بوس,bevs
89871,بوستاغان,bostağan
89872,بوستانجی,bostancı
89873,بوسخو,bushu
89874,بوسطون,bustun
89875,بوسكی,buski
89876,بوسنه,Bosna
89877,بوش,boş
89878,بومبوش,bomboş
89879,بوشامق,boşamak
89880,بوشانمق,boşanmak
89881,بوشلامق,boşlamak
89882,بوشهر,buşehr
89883,بوص,bos
89884,بوصا,busa
89885,بوط,but
89886,بوطهچانی,buduçani
89887,بوطور,botur
89888,بوغبوغی,buğbuğu
89889,بوغ,boğ
89890,بوغ,buğ
89891,بوغا,boğa
89892,بوغایراغی,bugayarığı
89893,بوغالامق,buğalamak
89894,بوغاچه,bohça
89895,بوغاصی,boğası
89896,بوغدای,buğday
89897,بوغمق,boğmak
89898,بوغدرمق,boğdurmak
89899,بوغشمق,boğuşmak
89900,بوغلمق,boğulmak
89901,بوغنمق,boğunmak
89902,بوغو,buğu
89903,بوغوخانه,bugahane
89904,بوغولانمق,buğulanmak
89905,بوغاز,boğaz
89906,بوغازلامق,boğazlamak
89907,بوغازليان,boğazlayan
89908,بوغچه,boğça
89909,بوغداق,boğdak
89910,بوغرتلاق,boğurtlak
89911,بوغماجه,boğmaca
89912,بوغماق,boğmak
89913,بوغناق,boğnak
89914,بوغندی,boğuntu
89915,بوغوق,boğuk
89916,بوغوم,boğum
89917,بوغوملو,bugamelo
89918,بوغون,boğun
89919,بوقاغو,bukağı
89920,بوقاغولق,bugakuluk
89921,بوقاغولو,bugakulu
89922,بوغور,buğur
89923,بوغورسيمق,boğursımak
89924,بوفه,bufa
89925,بوق,buk
89926,بوقلق,bokluk
89927,بوقلو,boklu
89928,بوقلوجه,bokluca
89929,بوقلامق,boklamak
89930,بوقه,buka
89931,بوك,bun
89932,بوك,bön
89933,بوكامق,bunamak
89934,بوكالمق,bunalmak
89935,بوكالتمق,bunaltmak
89936,بوكار,bunar
89937,بوكاق,bunak
89938,بوكاقلق,bunaklık
89939,بوكيسمك,buksimek
89940,بوكا,buna
89941,بوكاول,bukavel
89942,بوكمك,bükmek
89943,بوگری,büğrü
89944,بوكلمك,bükülmek
89945,بوكنمك,bükünmek
89946,بوكمه,bükme
89947,قارغهبوكن,kargabüken
89948,بوكندو,büküntü
89949,بوكو,büyü
89950,بوكوجی,büyücü
89951,بوكش,büküş
89952,بوكلو,bükülü
89953,بوگو,büyü
89954,بوگوجی,büyücü
89955,بوكه,böye
89956,بوكور,buyur
89957,بوكورلو,böğürlü
89958,بوكورك,böğrek
89959,بوگرولجه,böğrülce
89960,بوگورمك,böğürmek
89961,بوگورتلن,böğürtlen
89962,بوگوردلن,böğürdelen
89963,بوگوری,böğürtü
89964,بوگوريلتمك,böğrültmek
89965,بوگلمك,bükülmek
89966,بوگونلهمك,büğünlemek
89967,بوگورتمك,böğürtmek
89968,بوللق,bolluk
89969,بوللاتمق,bollatmak
89970,بوللاشمق,bollaşmak
89971,بوللانمق,bollanmak
89972,بولا,bola
89973,بولاجلی,bulaclı
89974,بولاشدرمق,bulaştırmak
89975,بولاندرمق,bulandırmak
89976,بولاشلمق,bulaşılmak
89977,بولاق,Bolak
89978,بولاشيقلق,bulaşıklık
89979,بولانيق,bulanık
89980,بولانيقلق,bulanıklık
89981,بولاندی,bulantı
89982,بولغار,bulgar
89983,بولغاركبير,bulgarkebir
89984,بولمان,Bolman
89985,بولدرمق,buldurmak
89986,بولشدرمق,buluşturmak
89987,بولنمامق,bulunmamak
89988,بولندرمق,bulandırmak
89989,بوليش,buluş
89990,بولنيش,"bulunuş,"
89991,بولمك,bölmek
89992,بولشمك,bölüşmek
89993,بولنمك,bölünmek
89994,بولمه,bölme
89995,بولندی,bölüntü
89996,بولنمز,bulunmaz
89997,بولوك,bölük
89998,بوليه,bulye
89999,بولوت,bulut
90000,بولوتلو,bulutlu
90001,بولنش,bulunuş
90002,بولونيا,bulunya
90003,بوليچه,poliçe
90004,بولی,Bolu
90005,بوليوادين,Bolvadin
90006,بوليويا,bolivya
90007,بوليويرمك,buluvermek
90008,بومبه,bomba
90009,بوناويلا,bonavila
90010,بونجق,boncuk
90011,بونجهلين,buncaleyin
90012,بونه,Bone
90013,بوی,boy
90014,بويلامق,boylamak
90015,بويلاشمق,boylaşmak
90016,بویاوتی,boyotu
90017,بویآباد,BoyAbad
90018,بویا,boya
90019,بویالامق,boyalamak
90020,بویامق,boyamak
90021,بویاتمق,boyatmak
90022,بویانمق,boyanmak
90023,بویاجی,boyacı
90024,بویالو,boyalı
90025,بویامه,boyama
90026,بويار,boyar
90027,بویان,boyan
90028,بویانه,boyane
90029,بویله,böyle
90030,بوینوز,boynuz
90031,بويون,boyun
90032,بويونلق,boyunluk
90033,بويونی,boyuni
90034,بويوندروق,boyunduruk
90035,بويونه,boyuna
90036,بهرامكی,Behramiki
90037,بهسنی,Behisni
90038,بهكه,Bihatseh
90039,بهلشته,Bihlişte
90040,بهمن,Behmen
90041,بهنسا,behnisa
90042,بهور,buhur
90043,بهورينه,behurine
90044,بیات,bayat
90045,بیاغی,bayağı
90046,بيرام,bayram
90047,بيراملو,bayramlı
90048,ٌبيراميچ,ٌ                   biramiç
90049,بيروت,Birout
90050,بيقرا,bikra
90051,بيك,bin
90052,بيگیر,biğir
90053,بیلان,Bylan
90054,بينماز,binamaz
90055,بيبان,biban
90056,بيچمك,biçmek
90057,بيچاق,bıçak
90058,بيچمه,biçme
90059,بيچوقلق,buçukluk
90060,بيچيم,biçim
90061,بيجيرغان,bıcırgan
90062,بيجوراوه,bicorav
90063,بيرا,bira
90064,بيروبار,birobar
90065,بيرهجك,birecek
90066,بيز,biz
90067,بيزلانغج,bizlangıç
90068,بيزلامق,bizlamak
90069,بيغا,Byga
90070,بيغاديج,bigadiç
90071,بيقمق,bıkmak
90072,بيقدرمق,bıktırmak
90073,بيكگول,bingöl
90074,بيكار,bikar
90075,بيكارلق,bikarlık
90076,بيلان,bilan
90077,بيلانكویی,bilanköyü
90078,بيلبائو,bilbao
90079,بيلك,beylek
90080,بيلازيك,bilazik
90081,بيلمك,bilmek
90082,بيلدرمك,bildirmek
90083,بيلدرلمك,bildirmek
90084,بيلشمك,bilişmek
90085,بيلنمك,bilinmek
90086,بيلديك,bildik
90087,بيلنمدك,bilinmedik
90088,بيلكو,bilgi
90089,بيلكولو,bilgili
90090,بيلمز,bilmez
90091,بيلمزلك,bilmezlik
90092,بيلمهجه,bilmece
90093,بيلنمامه,bilinmeme
90094,بيلهجك,Bilecik
90095,بيلهمك,bilemek
90096,بيلهكو,bileği
90097,بيله,bile
90098,بيلياردو,bilardo
90099,بيليتو,bilinti
90100,بيومك,büyümek
90101,بيوتمك,büyütmek
90102,بيوك,büyük
90103,بيوكلك,büyüklük
90104,بيوكچكمجه,BüyükÇekmece
90105,بييقلانمق,bıyıklanamak
90106,پ,pe
90107,پاپازی,papazi
90108,پابوش,papuş
90109,پابوش,pabuş
90110,پابوشجی,pabuççu
90111,پاتردامق,patırdamak
90112,پاتركوتر,batırkütür
90113,پاترری,patırtı
90114,پاتاقه,pataka
90115,پاترچه,patriçe
90116,پاترونه,patrone
90117,پاتره,patara
90118,پاتریسه,patrise
90119,پاتقه,patika
90120,پاتكه,patike
90121,پاتلانغيج,patlangıç
90122,پاتنته,patente
90123,پاته,pate
90124,پادكان,padkan
90125,پاراته,parate
90126,پاراچول,paraçul
90127,پاراشام,paraşam
90128,پاراغای,paragay
90129,پارپول,parpol
90130,پارغه,Parga
90131,پارگیری,pargiri
90132,پارلاتوريو,parlatoryu
90133,پارلانمق,parlanmak
90134,پارهلهمك,paralamak
90135,پارهلتمك,pareletmek
90136,پارهلنمك,parelemek
90137,پاريمه,parime
90138,پاسلانمق,paslanmak
90139,پاساپاروله,pasaparola
90140,پاستقه,pasteka
90141,پاسقليا,paskalya
90142,پاسين,Pasin
90143,پاشاقپوسی,paşakpusi
90144,پاشالو,paşalı
90145,پاشاليمانی,paşalimanı
90146,پاتليجان,patlıcan
90147,پاكلهمك,paklamak
90148,پاكلنمك,peklenmek
90149,قوشپالازی,kuşpalazı
90150,پالاسرته,palaserte
90151,پالاموط,palamut
90152,پالانديز,palandız
90153,پالانقو,palanku
90154,پالتار,paltar
90155,پالدر,paldır
90156,پالدم,paldüm
90157,پالطو,palto
90158,پانطولون,pantolon
90159,پانطوميم,pantomim
90160,پايلاشدرمق,paylaştırmak
90161,پاياص,payas
90162,پايتخت,payitaht
90163,پايدوس,paydos
90164,پايزن,payzen
90165,پپهلهمك,pepelemek
90166,پتپت,pıtpıt
90167,پتراق,putrak
90168,پتردی,patırtı
90169,پترسبورق,peterseburk
90170,پتريج,petriç
90171,پتكرك,petkerek
90172,پتلاوتی,petlotu
90173,پتير,petir
90174,پچتا,piçta
90175,پخل,puhl
90176,پرلاق,parlak
90177,پرلانغج,pırlangıç
90178,پراچول,peraçul
90179,پرازوانه,paravana
90180,پرپراصهسی,yerpırasası
90181,پراغه,Praga
90182,پراكين,perakin
90183,پراميتيا,paramitiya
90184,پرانقی,pranki
90185,پراوادی,Pravadi
90186,پراوچه,paravça
90187,پراوشته,paravişta
90188,پراهوه,prahuva
90189,پرپرم,perperem
90190,پرپی,perpi
90191,پرت,pert
90192,پرتمك,pertmek
90193,پرتاو,pertav
90194,پرتوسوز,pertevüz
90195,پرچينلهمك,perçinlemek
90196,پرداخلو,perdahlı
90197,پردهلو,perdeli
90198,پرزرين,perezrin
90199,پرسبه,persebe
90200,پرشنته,perştene
90201,پركارلامق,pergarlamak
90202,پركی,perkim
90203,پرلامق,parlamak
90204,پرلانتی,pırlanta
90205,پرلپه,perlepe
90206,پرلوغنده,perlugande
90207,پرماقجيلر,"parmakçılar,"
90208,پرماقلق,parmaklık
90209,پرماقلامق,parmaklamak
90210,پرنار,pirnar
90211,پرناز,pernaz
90212,پرنو,perno
90213,پرو,Perou
90214,پروانه,pervane
90215,پروتسطو,perutsotu
90216,پروسيا,prusiya
90217,پرووه,peruve
90218,پرهپول,perebol
90219,پرهبولی,pireboli
90220,پرهبوی,pereboy
90221,پرهسه,prasa
90222,پرهمدی,premdı
90223,پروزه,Preveza
90224,پريوتيچه,peryotiçe
90225,پزمون,pezmon
90226,پزيه,pezye
90227,پستنكرانی,pestenkirani
90228,پش,pes
90229,پسديل,pesdil
90230,پسقوبوس,peskopos
90231,پسقوپی,piskopi
90232,پسك,pisik
90233,پسوس,pesus
90234,پشتخنه,peştahne
90235,پشتمال,peştemal
90236,پشكير,peşkir
90237,پشمان,pişman
90238,پشمانلق,pişmanlık
90239,پشنك,Peşnek
90240,پشين,peşin
90241,پصريق,pısırık
90242,پطريك,pıtırk
90243,پتريقخانه,pıtırıkhane
90244,پطموس,patmos
90245,پطنوس,patnos
90246,پقسان,peksan
90247,پلكلك,peklik
90248,پكشدرمك,pekiştirmek
90249,پكلين,peklin
90250,پكوانه,pekvane
90251,پكين,pekin
90252,پلاترينه,platrina
90253,پلاتنه,platina
90254,پلاته,Plate
90255,پلاطمنه,pıllatmana
90256,پلاقهعيار,plakaayar
90257,پلامود,palamut
90258,پلانكته,planketa
90259,پلاير,palayir
90260,پلسنكياغی,pelesenkyağı
90261,پلونه,plevne
90262,پليج,piliç
90263,پلين,pelin
90264,پناط,panat
90265,پنبوق,pamuk
90266,پنبوقلو,pamuklu
90267,پبنهزار,pembezar
90268,پنر,penr
90269,پنتيلهمك,pintilemek
90270,پنجشنبه,"pençşenbe,perşembe"
90271,پنجشنبهبازاری,perşembepazarı
90272,پنچه,pençe
90273,پنچهلهمك,pençelemek
90274,پنچهلشمك,pençeleşmek
90275,پنكان,pinkan
90276,پهلوان,pehlivan
90277,پهنكير,pehengir
90278,پهلهمك,pilemek
90279,پينير,peynir
90280,پو,Po
90281,پولامق,pulamak
90282,پوتراقلو,putraklı
90283,پوتوقلانمق,putuklanmak
90284,پوتور,potur
90285,پوتالونبه,pütalunba
90286,پوتره,potra
90287,پوته,pota
90288,پوج,puc
90289,پوجا,poca
90290,پوجالامق,pocalamak
90291,پوجك,poçek
90292,پوچيتل,puçitel
90293,پودرينه,podrina
90294,پودغوريچه,podgoriçe
90295,پودقال,pudgal
90296,پورطاغ,purdağ
90297,پورچوك,pörçük
90298,پورچك,purçek
90299,پورو,puru
90300,پوروزلو,poruzluk
90301,پورتقال,portakal
90302,پورصوق,porsuk
90303,پورصومق,porsumak
90304,پورصيجان,porsıçan
90305,پوساريق,posarık
90306,پوسپوست,pos
90307,پوستكی,posteki
90308,پوسكرمك,püskürmek
90309,پوسكول,püskül
90310,پوسكی,puski
90311,پوسه,puse
90312,پوشرافلامق,poşraflamak
90313,پوشو,poşu
90314,پوصله,pusula
90315,پوصه,posa
90316,پوصهلانمق,posalanmak
90317,پوطه,puta
90318,پوغاچه,poğaça
90319,پوغونيه,pogonya
90320,پوف,pof
90321,پوفلامق,poflamak
90322,پوف,pöf
90323,پوفتری,pufteri
90324,پوللو,pullu
90325,پولادخانه,puladhane
90326,پوللوق,pulluk
90327,پولوج,poluç
90328,پولوسكون,polüskün
90329,پوليتيقه,politika
90330,پولينيس,polinis
90331,پوماق,pomak
90332,پومبول,pombul
90333,پونچيان,ponçiyan
90334,پونزهطاشی,ponzataşı
90335,پوهپوه,pöhpöh
90336,پويرا,poyra
90337,پويراز,poyraz
90338,پويرازطاغلری,poyrazdağları
90339,پياتره,Peatra
90340,پياص,piyas
90341,پياطه,piyade
90342,پيچ,piç
90343,پيچين,piçin
90344,پيده,pide
90345,پيرپيری,pirpiri
90346,پيروكی,pirüki
90347,پيرولك,pirulik
90348,پيره,pire
90349,پيس,pis
90350,پيسلك,pislik
90351,پيست,pist
90352,پيشقدم,pişkadem
90353,پيشهكار,pişekar
90354,پيكار,pınar
90355,پيكل,pinel
90356,پيكه,pike
90357,پينس,pines
90358,پينك,pinek
90359,تاتاربازاری,tatarpazarı
90360,تاتارعشيرتی,tataraşireti
90361,تاج,tac
90362,تاجوره,tacure
90363,تاجيك,tacik
90364,تارچين,tarçın
90365,تارخاله,tarhale
90366,تارلا,tarla
90367,تارهونه,tarhune
90368,تامزره,tamezra
90369,تازی,tazi
90370,تاوخانه,tavhane
90371,تايغان,taygan
90372,تبت,Tebt
90373,تبرلش,teberlaş
90374,تبریز,tebriz
90375,تبل,tebl
90376,تبللوت,tebellüt
90377,تبنين,tebnin
90378,تپنگو,tepengü
90379,تپير,tepir
90380,تتره,tetre
90381,تتیز,titiz
90382,تتيكی,tetiki
90383,تجن,tecen
90384,تحتالطريق,tahtüttarık
90385,تحريل,tahril
90386,تخترواللی,tahtravalli
90387,ترلهمك,terlemek
90388,تربوش,terbüş
90389,ترازو,terazi
90390,تراطور,tarator
90391,ترامپتهجی,trampetçi
90392,تراموئه,teramüe
90393,ترانسپورط,transport
90394,تراونيك,Travnik
90395,تربت,terbet
90396,ترتر,terter
90397,ترجان,Tercan
90398,ترجمان,tercüman
90399,ترجيل,tercil
90400,ترخاله,terhale
90401,ترخان,terhan
90402,ترسلهمك,terslemek
90403,ترسنبه,tersenbe
90404,ترسی,tirsi
90405,ترشه,tirşe
90406,ترشيلق,turşuluk
90407,ترغوشت,terguşt
90408,ترغوشته,terguşte
90409,ترفنده,turfanda
90410,ترفيل,terfil
90411,ترقوس,tergos
90412,تركی,türki
90413,تركستان,türkistan
90414,ترك,Tures
90415,تركمان,türkmen
90416,تركمانلك,türkmenlik
90417,تركه,tereke
90418,تركهمش,türkemiş
90419,ترل,tiril
90420,ترمه,Therme
90421,ترمومترو,termometre
90422,تيرك,tirek
90423,تریگوگرته,terikükürte
90424,تريلتريل,tiriltiril
90425,ترينكتين,tirinketin
90426,تصيملامق,tısımlamak
90427,تطاوی,tetavi
90428,تعز,Tağaz
90429,تفه,tefe
90430,تفتيكلنمك,tiftiklenmek
90431,تفن,tefen
90432,تفنی,Tüfni
90433,تكاك,tekak
90434,تكرلهمك,tekerlemek
90435,تكرمان,tekerman
90436,تكرور,Tekrur
90437,تكری,tanrı
90438,تكريت,tekrit
90439,تكفور,tekfür
90440,تكفورطاغی,TekfurDağı
90441,تكفورگولی,tekfurgölü
90442,تگللهمك,teğellemek
90443,تكمان,Tekman
90444,تكوج,teküç
90445,تكوش,Tekveş
90446,تكهلهمك,tekelemek
90447,تكهايلی,tekeili
90448,تلسيمك,telsimek
90449,تللاق,tellak
90450,تلكو,tilki
90451,تلكشمك,tilkişmek
90452,تلكشدرمك,telkeştirmek
90453,تللندرمك,tellendirmek
90454,تمنوس,temenos
90455,تنبوكتو,tenbuktü
90456,تنسوخ,tensuh
90457,تنشير,teşir
90458,تنغوت,tungut
90459,تنكار,tengar
90460,تنكه,tenge
90461,تنوس,Tenus
90462,توتوف,tütüf
90463,توفلهمك,tüflemek
90464,توتمك,tütmek
90465,توتدرمك,tüttürmek
90466,توتسی,tütsü
90467,توتسيلهمك,tütsülemek
90468,توتسيلنمك,tütsülenmek
90469,توتن,tütün
90470,توتون,tütün
90471,توتنلهمك,tütünlemek
90472,توتيا,tutiya
90473,توخت,Touhat
90474,توخوملق,tohumluk
90475,تورب,turp
90476,تورپو,törpü
90477,تورخال,torhal
90478,تورلو,türlü
90479,توروزاوتی,toruzotu
90480,تورهمك,türemek
90481,تورهدی,türedi
90482,توريسقوشی,turiskuşu
90483,توز,toz
90484,توزامق,tozamak
90485,توزاق,tuzak
90486,توزان,tozan
90487,توزانلو,tozanlı
90488,توزندی,tuzendi
90489,توزلق,tozluk
90490,توس,tus
90491,توسكرتمك,tüskürtmek
90492,توسكری,tüskürü
90493,توفنك,tüfenk
90494,توفنكجی,tüfenkçi
90495,توقات,tokat
90496,توك,tüy
90497,توگلنمك,tüylenmek
90498,تولك,tülek
90499,تولهمك,tülemek
90500,توكلو,tüklü
90501,توكتمك,tüketmek
90502,توكروك,tükrük
90503,توكسهمك,tüksemek
90504,توكلنمك,tüylenmek
90505,توكنمك,tükenmek
90506,تول,tül
90507,توم,tüm
90508,تومبك,tümbek
90509,تومبلتی,tümbelti
90510,تومسلمك,tümselmek
90511,تومسك,tümsek
90512,توممك,tümmek
90513,تومباق,tombak
90514,تونك,tünek
90515,تونهمك,tünemek
90516,تیبت,tebit
90517,تيپی,tipi
90518,تيران,Tyrana
90519,تيرانداز,tirendaz
90520,تيرپدين,tirpedin
90521,تيرهبولی,tirebolu
90522,تيزگین,dizgin
90523,تيزمند,tizmend
90524,تيغلامتی,tığlamak
90525,تيغانه,tigane
90526,تيفوس,tifos
90527,تيمورجیبورلی,timurcuborlu
90528,تيمورگی,timurgi
90529,تيمورن,timuren
90530,تيمور,Timor
90531,تيمور,Timour
90532,تيمورحصار,TimurHisar
90533,تيمیتمی,timitemi
90534,تيون,tiyin
90535,تينيولوز,timboloz
90536,جا,ca
90537,جاء,ca'
90538,جابیاق,cabyak
90539,جاجيق,cacık
90540,جادالوس,cadalos
90541,جارس,caris
90542,جاز,caz
90543,جاريق,carık
90544,جاغلدامق,çağıldamak
90545,جاف,caf
90546,جافجوف,cafcuf
90547,جامگوز,camgöz
90548,جاملاق,camlak
90549,جامدان,camedan
90550,جاموستل,camustel
90551,جاميس,camis
90552,جانبالصرت,canibüssırt
90553,جانليا,canliya
90554,جانيك,canik
90555,جاوجاو,cavcav
90556,جاورس,cavers
90557,جايدرمق,caydırmak
90558,جب,Cüb
90559,جبخانه,cephane
90560,جبلاقرع,CebelAkra'
90561,جبلاكراد,cebelekrad
90562,جبلبركت,CebelBereket
90563,جبلدرن,cebelderin
90564,جبلدروز,CebelDeruz
90565,جبلسامی,cebelsami
90566,جبلشمعان,cebelşam'an
90567,جبلالطاربوغازی,cebelitarıkboğazı
90568,جبلعسال,cebelasal
90569,جبلغربيه,cebelgarbiye
90570,جبلقلمون,cebelikalemun
90571,جبللبنان,cebellübnan
90572,جبله,Cebele
90573,جبهجانه,cepehane
90574,جبهلو,cebeli
90575,جبهة,cihetiala
90576,جبین,cibin
90577,جپون,cepon
90578,جده,Cidde
90579,جرلاتمق,cırlatmak
90580,جرتاوی,cirtavi
90581,جربغا,cerbega
90582,جربه,Cerbe
90583,جرجا,cerca
90584,جردوال,cirdaval
90585,جردواللو,cerdavallı
90586,جرلو,cirlo
90587,جريد,cerid
90588,جريدمعقافصه,ceridmeakafisa
90589,جريق,carık
90590,جز,cez
90591,جزلانمق,cızlanmak
90592,جزيقدرمق,cızıktırmak
